0.4014976762682405,2.698634035591652,-0.7932374503286739,7.352500541062489,4.141366463814746,4.769021831450644,0.5099647493332653,3.5207033410577404,3.7914851117111006;0,0,1,1,0
5.62066559810715,2.8791391509120094,3.733195290568901,6.712585088104946,3.448810655024144,4.36697351453487,-0.4274947847587436,3.904878587687684,5.254089289541177;0,1,0,0,0
3.921819713093854,3.491772730581351,-0.16951904183535138,2.5142832647664237,2.845407830582279,5.166634346384082,2.93825347369567,2.475453403408316,1.972109686354849;0,1,0,0,0
-0.1350293486479015,1.4506396806187454,2.5231480247753972,2.82237150594893,1.3210027571934684,-0.8882003375205754,-0.10531821695815324,3.088307559949592,3.1621487803306345;0,0,1,1,0
5.691124489953911,6.011897720909298,3.503574361282236,6.356251222761447,5.030460100452066,3.0994831759114034,1.545289781395324,1.2336424366160208,6.091582910484271;0,1,0,0,0
-1.2903755360418958,1.5540032578040806,6.239844884188334,1.3684064333099177,1.8242479805701963,4.945145471044144,3.8287370770514597,0.45022048021790995,0.8025712956764555;0,0,1,1,0
3.3804504571529073,6.70869580849455,0.05335955295750683,2.558293882184508,3.3381851875840054,1.01661865169612,5.480208913410932,5.095533725846579,1.14658483689758;0,1,0,0,0
0.4167966591806536,-1.3123232228819353,-0.947380020191204,2.7410361448302174,0.42856673780084253,-3.018043757283508,-2.3796885586354426,-0.729289120509926,-0.6293515299579572;1,0,1,0,1
-2.7059679525058553,1.672057803229146,1.344795568775376,2.7522978144419628,-0.9841286472109296,-1.1158120976914896,0.0989774890257588,1.0590669929936618,-1.6576023621226168;1,0,1,0,1
1.371967626975818,3.3921674721812676,0.48193334721077075,-1.8159867707745065,0.4112581585907252,3.809550839151397,0.02122236957530518,0.050648999079513174,-0.8901728691334844;1,0,1,0,1
4.661116908633743,1.4227578319162686,4.299395180918331,-1.3327326612471868,7.959909815108496,5.022076772413892,2.5802222602554483,2.551301469868278,3.2538245908524988;0,1,0,0,0
2.7668549508816787,3.2773462523349295,4.156367672888511,3.7119173450482377,4.168883862853797,1.4567210243476025,1.1724526724388324,1.256128531376083,2.8215255471526484;0,0,1,1,0
3.7248420032089102,3.3859267368904327,1.4864271779329439,3.8676221201369074,0.47299517502660904,-2.005394877199249,3.3570253838683835,1.0491457411507834,1.44606285167078;0,0,1,1,0
6.530985508539484,3.2511372233219893,4.971141579305868,1.3886186612733344,3.8810992444718257,4.376257614407375,0.9924918601894444,5.035110735895908,4.328992971016603;0,0,1,1,0
2.9826401631143282,4.354983651741834,0.8964986308715912,6.237239733921701,6.850783015403703,-1.2269578807300743,3.3187946395518493,5.702181086653139,3.243856298147966;0,1,0,0,0
7.859928561826951,3.839531568925965,3.8085198219840626,1.2875679249832648,7.372134511925436,8.704413989044602,4.863684335299667,5.918338855230925,2.5209720569337564;0,1,0,0,0
5.737789804871779,4.182420391695004,3.7998486057846033,2.050672660221528,3.671255042523902,7.203510323172383,2.5126139294456937,7.980324757052775,2.8019967618543613;0,1,0,0,0
2.844185449665074,2.3799029763514135,5.2083867714685725,0.2300229200437457,5.682217223017657,0.14324700267844817,-0.8860511521104059,-5.3810190801995095,-1.7700071498943217;1,0,1,0,1
1.0616169932389241,0.5700593826074094,-0.7217410804866438,2.24248309762989,2.2442549261348144,1.9119628152613257,3.2079270276288243,4.741714234874667,4.497113400954484;0,0,1,1,0
2.7730614507983002,6.072080841035932,2.186193911408642,8.588437670257912,4.428645145801997,5.788262535923983,3.9667689361572886,2.2589041526032325,6.310262652431426;0,1,0,0,0
4.997479714047286,2.8893734038750942,5.312792942658452,2.0353636338940615,2.2985492231021363,0.9000112488300314,2.48231846601056,1.6092241101076885,2.868845637304007;0,1,0,0,0
-0.7959500069118297,1.8082488227047813,0.6272301728489373,-0.5182405578583671,0.37063300354997697,0.595706774283635,0.7666089212066756,2.252191845572152,3.451476961125179;0,0,1,1,0
3.8680488343212476,-1.9887041766421096,2.739905168208501,3.7740262346455973,-1.7901087063616066,1.4429320500822111,0.5762766033241895,-1.7595266722670426,3.091417056060509;0,0,1,1,0
-3.843368184203474,-0.1279332821904305,-0.9026505907230303,-4.575221041634813,2.3075419337267786,-0.9039797574388192,1.1851635609574924,-2.2829964090470134,-0.15175265963822376;1,0,1,0,1
2.7506397357545964,5.374015276406272,-0.7057024647501731,0.7902590199481516,2.02322622296212,1.3044465085103927,3.9220140723295027,2.0107073573445335,2.2386491491962484;0,0,1,1,0
2.0857276056937857,4.357325753355327,1.5454658200322393,5.501942796792305,-0.5030873998780363,2.7690345848609663,2.689609176188017,4.573764453003509,-0.5124625077350684;0,0,1,1,0
-1.8773473174500794,0.17922982396440393,-0.8776491899842276,-3.3479272434589076,-1.8070465258987538,2.713782151783859,1.5252498611090002,1.1407932157012046,-3.1164908532619426;1,0,1,0,1
-0.17213038543799938,0.05130064104386218,0.6827014018880154,-2.393390070730699,0.10388337698527107,0.8777111967316749,1.2620509202730092,0.6029187099699439,-0.29327801861438146;1,0,1,0,1
-2.8245426028481924,-0.4898108887139369,0.10849916811469891,-0.28788301648647574,-2.2291078918276583,-1.767519402679455,-1.1141985458807397,-0.8814287918337429,0.640969623477757;1,0,1,0,1
-0.0009851843651037435,0.36458067693433355,0.6387832238422997,-0.028787619879854235,0.843469953959155,-2.65399377344262,1.131751879508032,-3.495205528103126,2.582219952751593;1,0,1,0,1
1.9478497425538817,-1.244147536259319,1.3764104314338783,1.420323492520108,-0.04236157073894438,0.21956367672826332,1.0455597169170743,-0.9384891238158103,-0.48764072111464524;1,0,1,0,1
1.0736671586998843,3.5654523745492663,4.222288723053344,3.3290332328825283,3.474316676107574,2.521084781118622,-0.4803789463025443,3.6063952678688582,1.73185738518873;0,0,1,1,0
-0.9611525346854513,2.2047037491311894,2.2679393360504547,1.8337228678262427,3.57994606912969,2.769396323333495,2.581116532328827,1.1792742155119829,-1.150242527277269;0,0,1,1,0
4.343924416428481,0.32412577756898564,4.685575407517765,4.101699639588315,9.6359949272161,3.343025035887063,5.025472467723844,2.8503415888345724,3.5910755771110545;0,1,0,0,0
2.7447682287723074,5.670692894658226,2.379292683659709,5.199092875812969,5.5100209764003525,1.9750520236914348,4.073590506260584,5.423253954449781,3.713268132325692;0,1,0,0,0
3.352589073612267,2.8472824284812486,1.4808142036108995,-1.453964879418354,1.3957505845924973,-0.9210704780743483,-4.252728702215415,-3.9361946815736424,1.7393476437006534;1,0,1,0,1
0.2696814460436723,2.335530025098202,3.3882453057442365,5.085876009233777,2.8859560591737874,4.753677008773356,0.48543377374091423,3.148658796248108,4.5572571069074295;0,0,1,1,0
-0.8235505117883246,3.6256166617512777,0.6651454384718529,4.2616873827950545,1.797435518289059,4.068868137107519,4.327519924466136,5.055491284428187,4.058616271770421;0,1,0,0,0
1.2576919122621877,-0.5792172986487375,0.963322028401099,1.4116177371606162,0.5803739393653748,2.5955462189428284,0.8769868969569209,4.320440928724571,-5.673677513201257;1,0,1,0,1
-1.7693113371063474,3.2824878380316713,0.07506302571626544,0.9908581009147492,5.3371183329023,-3.0373839636968034,4.043530604204017,0.7326005116658043,3.997249790008689;0,0,1,1,0
1.259217448356278,4.874891006428828,5.766455904948512,7.765988386488948,5.6074864246308636,4.658535993613882,4.813512143504947,3.7756387343063795,9.118532695782907;0,1,0,0,0
1.0162642814476752,-2.284158539526122,0.4477476306426805,0.2895931108220174,-2.497535349281085,-1.4995352199978826,-0.7952518996311595,-0.9354508717776023,3.3690409573330515;1,0,1,0,1
3.325928455585502,-0.258937310645599,2.6785619204250857,2.552340504013437,0.15509059645999246,5.221886990025994,1.97490936932498,5.950619715251782,-0.49856033973957814;0,0,1,1,0
6.2955002457170055,1.3415816316636344,3.3027554144781948,0.8863441328966797,1.3164298942756854,-0.1423663651414011,1.1353728320589345,-0.37079112746306286,1.9130822611776643;0,0,1,1,0
0.7439308847158488,4.697683406326246,8.030654559680837,5.073135315935883,3.516216995969062,2.9187781007013935,2.224624666338764,3.177668676179604,3.804220997973715;0,1,0,0,0
3.2381819604970725,3.7274638119121652,2.8349206799113844,4.1441233929808625,5.393784766069454,3.9411661296165525,3.237044533317312,4.494969670087416,3.615483968162435;0,1,0,0,0
3.876765303782515,4.50569097963551,4.122592266562418,4.964887075311088,4.691291510439665,5.377016063463959,1.9937747596652406,4.072161535388859,6.8342440388374275;0,1,0,0,0
1.1338134666161546,2.321022033040991,0.08058553136045987,-1.0361927482172046,0.6192474303652215,-2.7670425133007743,-0.9085591455105673,0.7067257076245411,-0.44784896524094897;1,0,1,0,1
2.0456191657246405,3.3946664087820384,5.715902449814724,1.5701595798285606,2.3573058772204076,3.2949351434676686,6.152141059554713,6.908070026549204,3.0849331479320123;0,1,0,0,0
3.0771847335017286,-0.43921013469105663,0.5256395219830992,2.7117714759484155,0.7327805899032269,-0.01629459113364229,0.5389851131023662,5.1261812518551295,-0.7418708088708659;0,0,1,1,0
0.6897327092869519,-2.139034128755451,-1.3609687619978017,1.3978545712407855,2.1392531532575294,-2.21369468554928,-0.45938870576043384,-1.4245003915994434,2.7394090466550263;1,0,1,0,1
6.918367831719255,2.533499668113808,3.3934760879693804,5.5553854014535435,4.711145775122238,3.6492482548799936,6.268283356643446,5.061795593010078,3.420671532794007;0,1,0,0,0
1.7093398687083095,5.274901392917698,3.0525657392438283,4.113458245077864,2.9332928596540886,2.677953960468802,2.4796440861125335,1.5469976378627486,3.490187311843843;0,0,1,1,0
3.9099651230118133,3.1884410756777246,2.257812622068672,6.115997084775268,4.165240911036822,3.365633900706988,0.0595666593101396,4.154543202938365,0.9161287835202794;0,1,0,0,0
4.9252170139604985,3.5129334057589015,-1.8224198726254546,2.2498364917007523,0.44461472150621706,0.04410436366921644,0.18487829923805177,2.9836130179984264,1.0012599289867965;0,0,1,1,0
0.2209114392241276,0.1368228287378792,-0.33014394267378355,4.500434716318825,3.7054337592085673,0.23859361809723856,3.3580268326484566,0.7552248976801239,-0.6419056310859266;0,0,1,1,0
0.6953753261678763,0.0015104778729048115,-1.0637955013079132,-4.343742129209371,-1.7603371993997092,2.1516241786114447,1.2862242412529594,2.807697269004573,1.0582731446803746;1,0,1,0,1
2.2615923236298556,-0.24110259909018827,3.738380450948492,1.7829299232690157,1.8121705398878096,3.2244610007847614,2.819611052301996,0.2866430549590644,-0.011487110189396965;0,0,1,1,0
2.0707062048297433,5.009275885095123,5.159458721304476,3.2657568449451606,2.200404026306405,2.453352071651408,1.8964476078696726,0.03178650832544383,6.441944869215732;0,1,0,0,0
2.750431740588966,-0.23624234690336188,2.7543022323756396,3.873330787879641,2.883677198954445,2.543554675180534,0.5478274841728166,1.922761792680585,-0.2964645451278498;0,0,1,1,0
-1.5406221208099802,1.7744342161413416,2.3892989538776757,3.4381248225825174,1.3514919818776305,6.376636997942579,0.6652334142723482,2.4717560077713028,1.9291867574468622;0,0,1,1,0
3.3443692913443686,2.1492304852308264,2.569535892181902,2.672201416845207,1.3177003840797736,1.6397549123191506,-1.275842579786279,1.1582958569461594,3.726392372035158;0,0,1,1,0
0.8856194783860327,3.9766989252871126,3.4714294870850955,7.895487541062692,2.492781702100917,6.62574612498087,5.5083886577937555,1.9824421418432672,3.701739403537475;0,1,0,0,0
-3.421446172147141,-0.4721518780083704,0.834522915430151,-1.8979704356835425,-0.001998813275448849,-0.21571481014705968,2.7776253165885794,0.6564998778708846,0.11547337330068809;1,0,1,0,1
3.3182777834886257,3.237427968236169,1.5044080892747203,-1.3166399097611512,-0.3170516496814444,-0.0467011382449396,2.811551137322734,3.8885142392195124,3.0945362852318414;0,0,1,1,0
1.6208548683575976,-1.7223153741489714,0.822715610265499,-2.8651931567513205,0.0702044862732088,1.3282689016570146,-3.763852472510984,1.7878528672436114,1.512164274089704;1,0,1,0,1
0.42890564722982133,3.0421222342581404,-2.7541402530177685,1.9804837289225616,1.173918250483499,1.7239211387146867,4.002520961228689,0.44089187152638265,-0.1930202046619444;1,0,1,0,1
-0.7222846269826023,-1.4304362557566623,1.5436768421287177,1.0782366362626967,-1.36035111774502,0.6307394746975186,-0.7905364503581576,2.6001958436642973,2.697861155999505;1,0,1,0,1
-0.5289565448478264,0.5614509795551184,1.827114947500364,1.241843147670269,2.3155295074955853,2.3756613604224057,1.9734972377482738,3.215433281527354,2.8407751039242894;0,0,1,1,0
4.978278250621622,3.111033243299565,2.7128857019005834,3.3630441655899577,0.4705321670444036,5.615489431566589,3.8934255367699446,4.815989884449084,2.0488003233494303;0,1,0,0,0
-0.45805171738281025,5.713720641705677,-0.21263650972900505,1.54533448366898,4.463907009992052,2.3836980432835166,2.84159415719546,2.7953843892187997,4.6647648555240675;0,0,1,1,0
-2.3678732085773726,0.6758166543779266,-1.787245468734477,1.1431831559439882,-1.2824573188481734,1.628822221496246,-0.12260206011952936,0.956411306966439,-0.8344585826108725;1,0,1,0,1
3.1332814655022685,7.931453301208716,5.139954264361766,4.923207797399989,1.8818649809507866,4.076933447783663,1.4335067528305903,9.757327900177874,4.96050104886047;0,1,0,0,0
1.3860158901887234,-2.2104025006194905,-2.9008541798573493,2.3676024182132487,-1.178939370298119,-1.9671620073319829,-2.5892846138653067,0.37060899125796704,3.4178958962278103;1,0,1,0,1
4.990610782633122,2.6393601813192893,4.472174440050441,6.033344918893534,8.088244429052196,4.371232085178568,3.8921558091794535,3.243826024740364,6.236066348080012;0,1,0,0,0
2.4631036577534093,-1.7835549982975074,5.001995487561045,-1.659920106971863,2.11307891344283,3.745084353984427,-0.18939784488113443,-1.53888197006515,3.1684447611769215;0,0,1,1,0
-3.8718284054908847,0.7985065784485341,3.4844648301252388,-1.5431047888032552,0.06447953173003546,-1.42211372948817,-0.05084805400207673,-1.9555117401934838,0.4984593046090087;1,0,1,0,1
3.4627988891478485,2.1610940633882265,3.064028077772574,2.5324020354933205,1.9418442630150627,5.921824746785296,3.8178433946306654,4.636770790415754,5.215814509805652;0,1,0,0,0
-1.2471244691410757,-0.29623454752405953,2.153546940400351,-0.8520823625401478,-1.394233921229396,1.3323346928940176,0.4634554574106375,-0.8994465753683907,-1.4624042854040773;1,0,1,0,1
2.017415359809289,-0.236768075787032,3.058004065884961,1.910851302090124,0.30646056169823105,1.7827490761933675,-0.7448872867257263,-1.012352777358899,-0.22060311101237948;1,0,1,0,1
-1.0723743194170878,-1.0411284883110739,0.8853612354116227,1.7368637752071885,-2.2354039713204394,-2.0140823770866874,1.5443101351811908,1.4794920804749407,-0.9921404728821079;1,0,1,0,1
-2.6633263632766075,-1.5389401133593323,-3.4137517605368024,-1.9670586092006872,0.9033478309428848,0.028660903808760237,2.1147592666490267,-0.4084543756288697,0.5645316177607053;1,0,1,0,1
1.0597200914006555,-1.8828426802616984,1.1258011226282296,-0.3645779114974272,-2.339094682638965,1.333387990324863,2.7532247228825657,1.5393823719516169,2.314266871266549;1,0,1,0,1
0.8665692919451615,0.20089682331865455,-1.106657235288166,2.8927885705960756,2.0625105062421025,-0.6099123426129789,0.3450479053284894,0.690128225763023,2.2464436113016424;0,0,1,1,0
0.9075004601616821,-1.6940543777894481,-3.211319714847762,-1.3196787908383496,3.2971497375501113,2.501740581509869,-1.2850788990534525,3.2619054798304705,-0.7472032479061529;1,0,1,0,1
2.8603839168332685,1.575014841307874,5.471188677890329,7.945322429642999,0.6730600455714275,4.437852887296349,5.9762431238486196,4.546716411330352,3.3275550820082422;0,1,0,0,0
0.03887491969453949,5.324597027791201,2.783509075719187,6.347515288890239,4.612825444312716,1.4312226986413186,3.1634640621129027,4.9491876029167985,3.3692445101263466;0,1,0,0,0
4.131080982094351,1.5070688694694416,3.1822415946646694,5.979270757003434,4.208457377782746,4.402600959303772,3.955761499531293,6.832506867798452,4.378855006089305;0,1,0,0,0
7.956772490734528,1.7235394193942817,3.631449135658267,3.9003825428272982,6.553834761177541,3.6707743127472616,8.643286186636836,3.0142574151558303,4.322777730057984;0,1,0,0,0
-0.728346980734861,-2.3886955025879706,1.5737177093799308,1.7326593902873404,1.228806604927281,0.5291922443790231,-0.0996262409483724,-2.866075463825291,-0.47680680540582837;1,0,1,0,1
-1.5302716204517794,-0.6577359778451363,-2.2269226210287902,-0.8226959251481265,-0.14702078793414225,-1.0952881324345412,-0.20286804632558866,2.12274827518435,-1.6191534501636617;1,0,1,0,1
3.284483180170236,1.2244151664775775,5.128917257818575,0.026109683171689824,5.9469103839598585,3.141090252476847,8.085935853487829,6.715291588743545,4.4043538537916955;0,1,0,0,0
0.6078651596746711,-0.7574430489640206,-4.7988333725558805,0.7820179992989994,0.2508974814007266,-0.5057096198146565,-0.9818628283589429,0.03503603537633227,1.9785876722857707;1,0,1,0,1
